Company Name,Company Information
Infraline Energy Research and Information Services,"Industry : Petroleum , Oil , Gas , Refineries, E -CommerceSub Industry : Petrol , Oil , Gas ProductsCompany Type  : SMEsLevel of Office : Head OfficeLocation: Noida / Uttar Pradesh - 201301"
InnerChef India Pvt Ltd,Industry : E -CommerceCompany Type  : StartupsLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122001
Innovar Digital Solutions,"Industry : Information Technology (IT), E -CommerceSub Industry : IT Software , QA -TestingCompany Type  : SMEsLevel of Office : Head OfficeLocation: Noida / Uttar Pradesh - 201301"
Inshorts Medialabs Pvt Ltd,Industry : E -CommerceCompany Type  : StartupsLevel of Office : Head OfficeLocation: Noida / Uttar Pradesh - 201301
InstaLively,Industry : E -CommerceCompany Type  : StartupsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110049
Intech Hotel Solutions Pvt Ltd,"Industry : Information Technology (IT), E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122002"
Intermesh Shopping Network Pvt Ltd (igp.com),Industry : E -CommerceCompany Type  : Industry TopLevel of Office : Head OfficeLocation: Noida / Uttar Pradesh - 201301
Internet Service Providers Association of India (ISPAI,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110019
invexGO Solutions Pvt Ltd (Done Thing),Industry : E -CommerceCompany Type  : StartupsLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122002
Jaarvis Accelerator,Industry : E -CommerceCompany Type  : StartupsLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122003
Jainson,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110001
Jasper Infotech Pvt Ltd ( Snapdeal.com ),Industry : E -CommerceCompany Type  : India's 501-1000Level of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122016
Jazzmyride.com,"Industry : E -Commerce, Automobile , Auto AncillariesSub Industry : Auto AncillariesCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110015"
Joybynature.com,Industry : E -CommerceCompany Type  : StartupsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110016
JSK Impex and Harisons & Harlaj Ltd ( Scentra ),Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110068
K.K. Publications,"Industry : E -Commerce, Paper , Publishing , PrintingSub Industry : Publication HousesCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110002"
Kaam24.com,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110087
KAARYAH Lifestyle Solutions Pvt Ltd,Industry : E -CommerceCompany Type  : StartupsLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122006
Kadam Marketing Ltd,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110019
Kalyani Navyug Media Pvt Ltd (Campfire),"Industry : E -Commerce, Paper , Publishing , PrintingSub Industry : Publication HousesCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110014"
kreativekonsultants.in,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: Noida / Uttar Pradesh - 201301
Landmark Retail Ltd (Splash Fashion),"Industry : Retail, E -CommerceSub Industry : Apparel StoresCompany Type  : MNCLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122001"
Lavida Luxe Lifestyle Solutions Pvt Ltd,"Industry : Garment , Textile, E -CommerceSub Industry : Readymade GarmentsCompany Type  : SMEsLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122003"
LCS Infotech,"Industry : Advertising , Media, Information Technology (IT), E -CommerceSub Industry : Advertising , PR , MR, IT Software , QA -Testing, IT- Network Admin , Database , Datacenter , SecurityCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110016"
Le Travenues Technology Pvt Ltd ( iXiGO.com ),"Industry : Travel , Tourism, E -CommerceSub Industry : Travel Agencies , Taxi ServicesCompany Type  : SMEsLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122002"
Legstylee.com,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122004
LimeRoad.com,"Industry : Garment , Textile, E -CommerceSub Industry : Readymade GarmentsCompany Type  : StartupsLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122001"
LimeTray,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110065
LocalCircles India Pvt Ltd,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: Noida / Uttar Pradesh - 201304
Lonely Planet,Industry : E -CommerceCompany Type  : MNCLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122002
Lookindiahotel.com,"Industry : Travel , Tourism, E -CommerceSub Industry : Tourism & Transport ServicesCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110018"
Looknbook International Pvt Ltd,"Industry : Travel , Tourism, E -CommerceSub Industry : Travel Agencies , Taxi ServicesCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110087"
Lorina Publications India Inc (Drug Today Medical Times),Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110091
LoveLites,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: Noida / Uttar Pradesh - 201301
luxurystation.com,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110017
Lybrate India Pvt Ltd,Industry : E -CommerceCompany Type  : StartupsLevel of Office : Head OfficeLocation: Faridabad / Haryana - 121007
MakeMyTrip India Pvt Ltd,"Industry : Travel , Tourism, E -CommerceSub Industry : Travel Agencies , Taxi ServicesCompany Type  : India's 501-1000Level of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122016"
Manak Waste Management Pvt Ltd (cashify.in),Industry : E -CommerceCompany Type  : Industry TopLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122003
Marble E-Retail Pvt Ltd ( koovs.com ),Industry : E -CommerceCompany Type  : Industry TopLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122015
Mash Audio Visuals Pvt Ltd(Images Bazaar),Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110034
Mayur Fashion India,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110052
mChemist Global Pvt Ltd,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110024
Media Internet Pvt Ltd(bookmyoffer.com),Industry : E -CommerceCompany Type  : Industry TopLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122002
Mediamatics,"Industry : Retail, E -CommerceSub Industry : Books & Stationery StoresCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110092"
Meltbook Convergence Pvt Ltd(Hobbyandyou.com),Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110064
Meltwater India Pvt Ltd,Industry : E -CommerceCompany Type  : MNCLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110024
Midas Portal Services Pvt Ltd ( Online School Admissions ),Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110037
Mixed Bag Media Pvt Ltd (Medianama,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110054
MMI Online Ltd ( Onlymyhealth.com ),Industry : E -CommerceCompany Type  : Industry TopLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110020
MMP Mobi Wallet Payment Systems Ltd(mrupee.in),Industry : E -CommerceCompany Type  : Industry TopLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110065
Mobikasa Inc,"Industry : Information Technology (IT), E -CommerceSub Industry : IT- Network Admin , Database , Datacenter , SecurityCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110070"
Modi Enterprises.,"Industry : Chemical, E -CommerceSub Industry : Plastics , Rubber , Resins , PolymersCompany Type  : SMEsLevel of Office : Head OfficeLocation: Faridabad / Haryana - 121001"
Moglix,Industry : E -CommerceCompany Type  : MNCLevel of Office : Head OfficeLocation: Noida / Uttar Pradesh - 201301
Momentz,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110008
Mosaic Media Ventures Pvt Ltd (Vccircle),"Industry : BFSI, E -CommerceSub Industry : Financial ServicesCompany Type  : Industry TopLevel of Office : Head OfficeLocation: Noida / Uttar Pradesh - 201301"
MS Knowledge Processing Pvt Ltd ( Taxmanagementindia.com ),Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110032
Multi Creations Pvt Ltd(Freelance),"Industry : Office Automation , Stationery, Garment , Textile, E -CommerceSub Industry : FurnishingsCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110035"
Music Today ( Living Media India Ltd ),Industry : E -CommerceCompany Type  : Industry TopLevel of Office : Head OfficeLocation: Noida / Uttar Pradesh - 201301
My Greens,"Industry : Food , FMCG , Agriculture, E -CommerceSub Industry : BeveragesCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110049"
My ValueTravel.Com Pvt Ltd,"Industry : Travel , Tourism, E -CommerceSub Industry : Travel Agencies , Taxi ServicesCompany Type  : SMEsLevel of Office : Head OfficeLocation: Ghaziabad / Uttar Pradesh - 201010"
MyOperator ( VoiceTree Technologies Pvt Ltd ),Industry : E -CommerceCompany Type  : StartupsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110055
MyPoolIn,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110075
N.Chirag Travels Pvt Ltd(Traveloclick.com),"Industry : Travel , Tourism, E -CommerceSub Industry : Travel Agencies , Taxi ServicesCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110019"
Nappa Dori,Industry : E -CommerceCompany Type  : StartupsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110030
NCR Eduservices Pvt Ltd,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: Noida / Uttar Pradesh - 201301
Nest N Best Realty Pvt Ltd,"Industry : Construction, Infrastructure, E -CommerceSub Industry : Estate ServicesCompany Type  : SMEsLevel of Office : Head OfficeLocation: Ghaziabad / Uttar Pradesh - 201010"
Netway India Pvt Ltd (Astro Yogi),Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122001
Networks Technology and Consulting Pvt Ltd (Imedilane),Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110065
Next Door Learning Solutions Pvt Ltd (onlinetyari.com),"Industry : Institutes - Educational , Training, E -CommerceSub Industry : Training InstitutesCompany Type  : StartupsLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122001"
Nine Dot Nine Interactive Pvt Ltd(Digit),Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: Noida / Uttar Pradesh - 201301
NotifyVisitors.com,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110058
NR Wardrobe Fuss Pvt Ltd ( Darveys ),Industry : E -CommerceCompany Type  : StartupsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110001
Nurturing Green,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: Noida / Uttar Pradesh - 201301
OFB Tech Pvt Ltd (OfBusiness.com),Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122001
Om Import Export Ltd,"Industry : Export , Import  Houses, E -CommerceSub Industry : Import Houses, Export HousesCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110024"
One Click Stays Pvt Ltd,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122002
One Click Wash,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122001
One Mobikwik Systems Pvt Ltd,Industry : E -CommerceCompany Type  : Industry TopLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122002
One97 Communications Ltd ( Paytm ),Industry : E -CommerceCompany Type  : Industry TopLevel of Office : Head OfficeLocation: Noida / Uttar Pradesh - 201301
Online Perfumes Pvt Ltd,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122001
Online Recharge Services Pvt Ltd(rechargeitnow.com),Industry : E -CommerceCompany Type  : Industry TopLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122002
OnlinXP IT Services,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110062
Orahi,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122002
Oravel Stays Pvt Ltd ( OYO Rooms ),"Industry : Hotels & Restaurants, E -CommerceSub Industry : Budget HotelsCompany Type  : Industry TopLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122002"
Orosilber Joaillerie Pvt Ltd,"Industry : Gems , Jewellery , Watches, E -CommerceSub Industry : Gems , JewelleryCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110039"
Oscar Publications ( www.indianbooks.co.in ),Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110033
Oxigen Services India Pvt Ltd,Industry : E -CommerceCompany Type  : Industry TopLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122001
Oxigen Wallet,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122001
PaisaBazaar Marketing and Consulting Pvt Ltd,Industry : E -CommerceCompany Type  : Industry TopLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122001
Palcom Online Services India Pvt Ltd,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: Ghaziabad / Uttar Pradesh - 201012
Parragon Publishing India Pvt Ltd,"Industry : E -Commerce, Paper , Publishing , PrintingSub Industry : Publication HousesCompany Type  : SMEsLevel of Office : Head OfficeLocation: Noida / Uttar Pradesh - 201301"
Pay Tunes,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110060
PayU Payments Pvt Ltd,"Industry : BFSI, E -CommerceSub Industry : Financial ServicesCompany Type  : Industry TopLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122004"
PeerPower.com (Times Business Solutions Ltd),Industry : E -CommerceCompany Type  : Industry TopLevel of Office : Head OfficeLocation: Noida / Uttar Pradesh - 201301
Phil Technologies Pvt Ltd,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110003
Pickingo Logixpress Pvt Ltd,Industry : E -CommerceCompany Type  : StartupsLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122018
PinnacleWorks Infotech Pvt Ltd,"Industry : Information Technology (IT), E -CommerceSub Industry : IT Software , QA -Testing, IT- ERP , CRMCompany Type  : SMEsLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122018"
Pisces Eservices Pvt Ltd ( foodpanda ),Industry : E -CommerceCompany Type  : Industry TopLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122016
Pizza Key,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: Noida / Uttar Pradesh - 201313
Plus Infosoft Pvt Ltd (TyagiMatrimonials),Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: Ghaziabad / Uttar Pradesh - 201001
PosterGully,Industry : E -CommerceCompany Type  : StartupsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110018
Power2SME  Pvt Ltd,Industry : E -CommerceCompany Type  : StartupsLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122015
Prakash eSolutions Pvt Ltd ( uRead.com ),"Industry : E -Commerce, Paper , Publishing , PrintingSub Industry : Printing MachinesCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110002"
Primo Gifts Pvt Ltd ( GiftaLove.com ),Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110091
Printland India Digital Pvt Ltd,"Industry : E -Commerce, Paper , Publishing , PrintingSub Industry : PrintingCompany Type  : StartupsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110020"
Printmatte Etail Pvt Ltd,"Industry : E -Commerce, Paper , Publishing , PrintingSub Industry : Stickers , Labels ,Cards ,Smart Cards , HologramsCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110062"
PropTiger Realty Pvt Ltd,"Industry : Construction, Infrastructure, E -CommerceSub Industry : Estate ServicesCompany Type  : Industry TopLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122001"
Propzilla Infratech Pvt Ltd,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122018
Prozia Management Consulting Pvt Ltd,"Industry : Information Technology (IT), E -CommerceSub Industry : IT Software , QA -Testing, IT- Embedded ,  EDA , VLSI, IT- Network Admin , Database , Datacenter , SecurityCompany Type  : SMEsLevel of Office : Head OfficeLocation: Noida / Uttar Pradesh - 201301"
Purpledip.com,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122002
Qlicket India Pvt Ltd,Industry : E -CommerceCompany Type  : StartupsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110016
Qsailor Technologies Pvt Ltd,"Industry : Travel , Tourism, E -CommerceSub Industry : Travel Agencies , Taxi ServicesCompany Type  : SMEsLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122002"
Quaint Refining,"Industry : Electrical , Electronics, E -CommerceSub Industry : Electrical , ElectronicsCompany Type  : SMEsLevel of Office : Head OfficeLocation: Noida / Uttar Pradesh - 201301"
Quotient Four Technologies Pvt Ltd (icubes),Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122018
Radiance Space Solutions Pvt Ltd,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122001
Rays Culinary Delights Pvt Ltd ( Sattviko ),Industry : E -CommerceCompany Type  : StartupsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110070
Rechargeguru.com,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110002
Red Hot Web Gems India Pvt Ltd,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110091
Redballoon Advertisers,"Industry : Advertising , Media, E -CommerceSub Industry : Advertising , PR , MRCompany Type  : SMEsLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122001"
RegisterMyMarriage.com,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110028
Relevant E-Solutions Pvt. Ltd (Roposo.com,Industry : E -CommerceCompany Type  : StartupsLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122002
Renewbuy.com,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122018
Research Press Pvt Ltd,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122002
Reverse Logistics Company Pvt Ltd (GreenDust.com),Industry : E -CommerceCompany Type  : Industry TopLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110030
RightWave InfoSolutions Pvt Ltd,Industry : E -CommerceCompany Type  : MNCLevel of Office : Head OfficeLocation: Noida / Uttar Pradesh - 201301
Robobull,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110020
Robosapiens Technologies Pvt Ltd,"Industry : E -Commerce, EngineeringSub Industry : Machineries , InstrumentsCompany Type  : SMEsLevel of Office : Head OfficeLocation: Noida / Uttar Pradesh - 201301"
Rocknshop Pvt Ltd,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110015
Room On Call,"Industry : Construction, Infrastructure, E -CommerceSub Industry : Estate ServicesCompany Type  : SMEsLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122018"
Roomler PG Renting Solution,"Industry : Construction, Infrastructure, E -CommerceSub Industry : Estate ServicesCompany Type  : SMEsLevel of Office : Head OfficeLocation: Noida / Uttar Pradesh - 201301"
Rose India,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110085
Routofy Services Pvt Ltd,Industry : E -CommerceCompany Type  : StartupsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110017
RR Investors Capital Services Pvt Ltd,"Industry : BFSI, E -CommerceSub Industry : Financial ServicesCompany Type  : Industry TopLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110001"
Safetykart Retail Pvt Ltd,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122001
Saga Holdings Pvt Ltd (Ladybug),Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122016
Sai Internet Marketing,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110058
Salvia Travels Pvt Ltd ( Travelnetindia.com ),"Industry : Travel , Tourism, E -CommerceSub Industry : Travel Agencies , Taxi ServicesCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110001"
Sarv Tech Pvt Ltd,"Industry : Pharmaceuticals , Labs, E -CommerceSub Industry : PharmaceuticalsCompany Type  : SMEsLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122008"
Satvacart Innovative Concepts Pvt Ltd,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122001
SC-STMatrimonial.com,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110015
Seminal Research Services Pvt Ltd,Industry : E -CommerceCompany Type  : Industry TopLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122001
Shaadisaga.com,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110049
Shipping Exchange,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122016
Shop Online Trading Pvt Ltd ( Yebhi.com ),Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122001
Shukra Pvt Ltd (fabulloso.com),Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110030
Smart Payment Solutions Pvt Ltd,Industry : E -CommerceCompany Type  : Industry TopLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122001
Smytten,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122002
SNT Infotech Pvt Ltd (Bizzduniya Infomedia Pvt Ltd),Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: Ghaziabad / Uttar Pradesh - 201012
SoulTree,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122002
Sourcekey Media Pvt Ltd,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: Noida / Uttar Pradesh - 201301
Span Across IT Solutions Pvt Ltd,"Industry : Consulting, E -CommerceSub Industry : Accounting , TaxationCompany Type  : StartupsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110034"
StalkBuyLove.com,Industry : E -CommerceCompany Type  : StartupsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110017
Stelling Technologies Pvt Ltd ( RailYatri ),Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: Noida / Uttar Pradesh - 201301
Sugal & Damani Utility Services Pvt Ltd ( PayWorld ),"Industry : Telecommunication , Mobile, E -CommerceSub Industry : Telecom VASCompany Type  : SMEsLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122001"
Sunrise Consultancy Services( Fundoodata.com ),"Industry : Information Technology (IT), E -CommerceSub Industry : IT- Network Admin , Database , Datacenter , SecurityCompany Type  : Industry TopLevel of Office : Head OfficeLocation: Noida / Uttar Pradesh - 201309"
Sunshine Teahouse Pvt Ltd ( Chaayos ),"Industry : Information Technology (IT), E -CommerceSub Industry : IT Software , QA -TestingCompany Type  : StartupsLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122002"
Surya Ethnic Pvt Ltd,"Industry : Retail, E -CommerceSub Industry : Apparel StoresCompany Type  : SMEsLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122002"
Tagger Technologies LLP (Theincircle.com),Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110002
Talocity Instasolutions Pvt Ltd,"Industry : Information Technology (IT), E -CommerceSub Industry : IT Software , QA -TestingCompany Type  : SMEsLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122018"
Taxindiaonline.com Pvt Ltd,"Industry : BFSI, E -CommerceSub Industry : Financial ServicesCompany Type  : SMEsLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122001"
Taxshila Prakashan,"Industry : E -Commerce, Paper , Publishing , PrintingSub Industry : Publication HousesCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110002"
TCNext.com,Industry : E -CommerceCompany Type  : Industry TopLevel of Office : Head OfficeLocation: Noida / Uttar Pradesh - 201301
Techvedic Technologies Pvt Ltd,"Industry : Information Technology (IT), E -CommerceSub Industry : IT- ERP , CRMCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110058"
Techwide Technologies Pvt Ltd ( Wydr ),Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122001
Teesort.Com,Industry : E -CommerceCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110044
Tek Travels Pvt Ltd (Travel Boutique Online),"Industry : Travel , Tourism, E -CommerceSub Industry : Tourism & Transport ServicesCompany Type  : Industry TopLevel of Office : Head OfficeLocation: Gurgaon/Gurugram / Haryana - 122016"
TenX Technology Solutions ( VenueLook ),Industry : E -CommerceCompany Type  : StartupsLevel of Office : Head OfficeLocation: Faridabad / Haryana - 121006
The English Book Store,"Industry : E -Commerce, Paper , Publishing , PrintingSub Industry : Publication HousesCompany Type  : SMEsLevel of Office : Head OfficeLocation: New Delhi / Delhi - 110001"
